image_id,source,rel_path,sha256,width_px,height_px,modality,material,has_defect,n_defects,defect_types,iso_codes,src_labels_raw,label_type,has_localization,phash_hex,group_id,group_size,strata_key,split,client,eval_subset,thickness_mm,thickness_source,px_per_mm,scale_source,quality_level,ingest_version,label_map_version,notes
aihub71761:data/raw/aihub71761/RT/ST/w00600_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00600_f0.png,01e85567f37f4f2720dc424f334aaf4ac20cf743423f48ef342a6ae0a1e06efc,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,69323cb482d0316c60ec7045d51aefde99840e8f06b2ec96aebdd3cf2bebae6b,grp_ST_01e85567f37f,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00365_f2.png,aihub71761,data/raw/aihub71761/RT/ST/w00365_f2.png,024387184e8b6788dfd3b61044a7e7e7f06a40e1ca16217ab8d5236ea0b4e126,1280,720,RT,ST,False,0,,,,polygon,True,8d38f83d12542d30d73c0725f9f8f002aba43b6ac1b121f806b5a7830bef0271,grp_ST_024387184e8b,3,ST|__normal__,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00026_f0.png,aihub71761,data/raw/aihub71761/RT/AL/w00026_f0.png,0285009fad538fd63c199abd124d63c876b68c46544d417ea5f876d624a36f39,1280,720,RT,AL,True,1,slag_inclusion,301,슬래그혼입,polygon,True,6cf38259b4e7096e5b62820c9a4879edb2ca14d8a482130bb3f4b70201a6ca45,grp_AL_0285009fad53,1,AL|slag_inclusion,train,C3,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00047_f0.png,aihub71761,data/raw/aihub71761/RT/AL/w00047_f0.png,031f64de9d8cb2c0677a7794143cdd4b5232745334ce9819b51b52ed23b74929,1280,720,RT,AL,False,0,,,,polygon,True,4712634985e9e83322980dc0e81c5b0524e137cb93074ce6ef930fd8db325b84,grp_AL_031f64de9d8c,1,AL|__normal__,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00563_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00563_f0.png,03c5ea7e8398ac0f6cba5932dcc3486a5e1ff64fd0b513489f11949404dd213d,1280,720,RT,ST,False,0,,,,polygon,True,dffdbf1ccbfab0ed4d0a741e9a191c2359c065d296c55286245751a5d08c0526,grp_ST_03c5ea7e8398,1,ST|__normal__,train,C2,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00094_f1.png,aihub71761,data/raw/aihub71761/RT/ST/w00094_f1.png,03f26be9bb78e8d3cc5a3f3db0c3242293f7bde68f383798d03dc4a948ccfdd3,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,ed061e91deae4a7f88eb3b882b43c1397999aa997f4546cacb4af999cf748b7a,grp_ST_03f26be9bb78,3,ST|porosity,eval,,judgment_2000,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00348_f1.png,aihub71761,data/raw/aihub71761/RT/ST/w00348_f1.png,045d20a34ee9c2d57e09d3196792f98ca3a7701b259b2b0a6b9d8f4e9be0d2dd,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,ba901422302161867fc89cc2f867c902459fb2d9b207418f01de9edfaa666298,grp_ST_045d20a34ee9,4,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00355_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00355_f0.png,048ffec799d03ef5cb8727f5d55a22869bac87f9a371563d0abead472e0a65ba,1280,720,RT,ST,False,0,,,,polygon,True,a5fcd2a16c95ea529de682bc48f93dc527b4d30b303f0a475bfc58a2ce1c4c61,grp_ST_048ffec799d0,1,ST|__normal__,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00317_f3.png,aihub71761,data/raw/aihub71761/RT/ST/w00317_f3.png,05270596ca8b90377d04960d6b40e343f706e47bc3206641e5dde475f735de68,1280,720,RT,ST,False,0,,,,polygon,True,16a38b5d6019bc55f41f18d7adf32d20598c33352aa8874a22d62b7e8221c06f,grp_ST_05270596ca8b,4,ST|__normal__,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00066_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00066_f0.png,05325b01cadbd6a7f36870febc21e1214d4c9141e7ab9b8fd9cb01b3a231845c,1280,720,RT,ST,True,2,crack;porosity,100;2011,균열;기공,polygon,True,52c5f5e7d88d56716b38f6b819f521a9c4c4a88d824938d872a2348ede5ff349,grp_ST_05325b01cadb,1,ST|crack,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00007_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00007_f0.png,053788ddcb54fbdbc35e08d807433accec7d23c5bc4f31c3328d6d70b60671de,1280,720,RT,ST,False,0,,,,polygon,True,571459380b8f3bccb47d31442e6434d82d086cf537fc2ee2b61b87c982bfb23b,grp_ST_053788ddcb54,1,ST|__normal__,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00091_f2.png,aihub71761,data/raw/aihub71761/RT/ST/w00091_f2.png,0545d74ba8e7dc3c8163d318536b20cd8b23386f22da0527615952f754fe39ef,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,b94e665f6ec197d07d2024338e912a70ed38da55bb016a524bacc5aea32a7fb9,grp_ST_0545d74ba8e7,4,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00466_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00466_f0.png,05fd337a5066c0ac59b8def1ddd8302883efb6dbc3db36533e1336f5aff30cea,1280,720,RT,ST,False,0,,,,polygon,True,99b19ecdbb3086832280665fd0489bfc1292eca62680207d4c421b7160a3a12f,grp_ST_05fd337a5066,1,ST|__normal__,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00126_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00126_f0.png,06bca6f7307810de87f31c3096888712e9297723c39cb1a6c80a6cd6f24fe8d6,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,80e886c91c55c0aace4636c8138bdb495f01d8796c3b8a6b59be9fcba1356259,grp_ST_06bca6f73078,1,ST|porosity,val,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00006_f1.png,aihub71761,data/raw/aihub71761/RT/AL/w00006_f1.png,06c02934adf251e1d8958d08fdefd09b0ca554a133bd6433221a514d93a2298a,1280,720,RT,AL,True,1,slag_inclusion,301,슬래그혼입,polygon,True,1e9c29fc205caeabc373caf32e34579fc81815fca780285b8576710615a6c330,grp_AL_06c02934adf2,2,AL|slag_inclusion,train,C3,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00152_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00152_f0.png,06c3f12665cd729123b6604ea3aba33b4ca9195f0b3caaf29ea6621452d4931d,1280,720,RT,ST,False,0,,,,polygon,True,8f1ba6320a370951f6e99e3aac040ce200e27088909a7c0f80fa138602795674,grp_ST_06c3f12665cd,1,ST|__normal__,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00292_f1.png,aihub71761,data/raw/aihub71761/RT/ST/w00292_f1.png,06c8460b68875276592ca95e7d03995633d42a91edfdd6d14dbac911cc9faeda,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,095db37d856c23b4250cff51d62f59608dc98dcfd62b59f1f529dc52a0be6713,grp_ST_06c8460b6887,4,ST|porosity,val,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00174_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00174_f0.png,06e2e4a8f60ca98bd7afddb8eb3d8837aaaa67679c60176c635b369372a9f9cb,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,279c9f1911c1a678a9dd1f7afb8ac26274e902a28f2cfa0aa3e86aa1ba5cf0cf,grp_ST_06e2e4a8f60c,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00003_f3.png,aihub71761,data/raw/aihub71761/RT/ST/w00003_f3.png,07103b86895992fe0fcff97ce39bd62f09565dad8a0ec47aba9dfe4ff1558743,1280,720,RT,ST,True,2,lack_of_fusion;porosity,2011;401,기공;융합불량,polygon,True,bfab053859a591339edfd5c5a9d53d564b5b5285d5ef21cd615d810fca441d86,grp_ST_07103b868959,4,ST|lack_of_fusion,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00356_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00356_f0.png,072e1ced3b2f26971b22029790ac280931902d240c161670678178f8d758f276,1280,720,RT,ST,False,0,,,,polygon,True,e1388fd508fb50273aea778ec994ff5493debe7c02af4683f34b9e20f1674786,grp_ST_072e1ced3b2f,1,ST|__normal__,train,C2,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00190_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00190_f0.png,075bb6ebde8f750d90d6c0dbbc4b5bcc67f3e53f1bb70dafbadd71a758699735,1280,720,RT,ST,False,0,,,,polygon,True,0569be8ed2b08354b2fb2e65e404f4bf94ef2c2c432ee5b076ad4156c5eee02f,grp_ST_075bb6ebde8f,1,ST|__normal__,train,C2,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00347_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00347_f0.png,076f573769406ba160990c7c72b5af6bb7dfda5d0db0b4b1f73746b7d6dbc523,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,2cd08487cd233b25a6b7ce9da3309d0f4ec5cdf05861771bcbe4da73a8771227,grp_ST_076f57376940,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00423_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00423_f0.png,078bbafc65f2768a61a598c5b163cc87f6d374e31db65de9696916466ddd9899,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,723b3029a6ff137b64027d197bcf8aaeaa08c0a85a366ac3c0ce19ab7c9c8db3,grp_ST_078bbafc65f2,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00260_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00260_f0.png,079ceb02863fa4be0e524daff2026480238393ae0c45a185bb9a5cb5e3839a88,1280,720,RT,ST,True,1,slag_inclusion,301,슬래그혼입,polygon,True,b977a62e9d490116bd968f62077762a04d6b0a8abd880f2ee1d4b2af989330a7,grp_ST_079ceb02863f,1,ST|slag_inclusion,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00295_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00295_f0.png,07a921f0d5e78f68a6e35af8c83f89937fdc7f3eb49aa23ecbea16cb1133a5ec,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,8310275d83797d4bdfd50f6f7b2606c8a63fbdb3700f5405b6b8732e2768d88f,grp_ST_07a921f0d5e7,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00156_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00156_f0.png,07ae53933bdcf7167af3361d9cce84cec99c6632c2fbaab3e2333c807344e5d9,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,742303cca23fc6b8d5cc917ae8fd0bfb0e183a62b75a2a9756d1ba6c78b81fc4,grp_ST_07ae53933bdc,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00527_f2.png,aihub71761,data/raw/aihub71761/RT/ST/w00527_f2.png,07c1b4c7e0fd1747c3aeaa7f20c8335865a4537c2648434b4ad67ab673326a6c,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,9a6203a1d40134093a767c4602763833d826720e5163591ea1727fc51ffec8ce,grp_ST_07c1b4c7e0fd,3,ST|porosity,val,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00425_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00425_f0.png,07d4cd8142b6b5870da76629d4712b4889b190204ecd1728167298b89d6f8b4a,1280,720,RT,ST,False,0,,,,polygon,True,818d51f3f7cc15a1eade7f4ecbaea7869c1690b831a79f69a5db73d680020178,grp_ST_07d4cd8142b6,2,ST|__normal__,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00335_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00335_f0.png,07f5d516b6970aa7f9a96d3f525fef902dd2453f98ab07454640a9420b8bc2ff,1280,720,RT,ST,True,2,crack;lack_of_fusion,100;401,균열;융합불량,polygon,True,ee7f43a5fb78488359fa534102b385a0bb845ee3b006f7deb4dc61840f23e0b3,grp_ST_07f5d516b697,1,ST|crack,val,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00201_f2.png,aihub71761,data/raw/aihub71761/RT/ST/w00201_f2.png,089aaf8dcbd9e0dd4de8c589c69c32d3cd7d04bad636dfd55208ed8b4d168d64,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,1b0cb9cabd8ccb53731945021190520e761ed2c10811df7d129b3be71e0f1888,grp_ST_089aaf8dcbd9,3,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00437_f3.png,aihub71761,data/raw/aihub71761/RT/ST/w00437_f3.png,0989fff910ffa0ab8a831079fd4fd34d91ed6232e794ffb0ff9387e7d6d5b821,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,226c721412b8a6df50970e5dc2f0ecf76a43f9a905d0a3c0fc3b9292dbf06f6c,grp_ST_0989fff910ff,4,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00066_f0.png,aihub71761,data/raw/aihub71761/RT/AL/w00066_f0.png,0b3a3a9c9fac4475f4ded30071385c0c313f0610568d2846276ec98d8c27356c,1280,720,RT,AL,True,1,slag_inclusion,301,슬래그혼입,polygon,True,698a23519b36c9f481530b4373d90ee1b46db288ec02bd22d8b3b599d4bb0d8d,grp_AL_0b3a3a9c9fac,1,AL|slag_inclusion,train,C3,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00034_f0.png,aihub71761,data/raw/aihub71761/RT/AL/w00034_f0.png,0b4c38d538c2d83083d3eabeceed90c49fac7617cd92a660b7b0dfa92abf36c9,1280,720,RT,AL,False,0,,,,polygon,True,a40026d4e4ec4bff7e289dee014e596b164d63fa27af0dc68e13cc56dda547a1,grp_AL_0b4c38d538c2,1,AL|__normal__,train,C3,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00125_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00125_f0.png,0b70f8de01e4a1c65a48779b0f261835cc29f474dc6cca37a3b9206ff5725d4a,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,538a44681f964d64f67b6431d2116555c6679a0dd3df9421d4d4ab253d3edbf9,grp_ST_0b70f8de01e4,2,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00395_f1.png,aihub71761,data/raw/aihub71761/RT/ST/w00395_f1.png,0bc5c40adadd03d9168baec1833e8c0650bc2acd49e02974e7ab7e66e745ebae,1280,720,RT,ST,True,1,crack,100,균열,polygon,True,5fdedcfa555e0a9d11441be6a527e322d0273cbdedabd2dac0a26f358cb5211e,grp_ST_0bc5c40adadd,3,ST|crack,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00325_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00325_f0.png,0beae6f3326995aaeb9608f327256bcbab3e6c8b3b6390b66557b9a6fad79c9c,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,532ea4fa62a5d497813ed683d3ca8687fccef47a09a8389d3d99bfa47e4d89c9,grp_ST_0beae6f33269,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00490_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00490_f0.png,0bf2d404ddcd7f93d16d8e1267dce691dce3effd6792836d0738e84401e8e361,1280,720,RT,ST,False,0,,,,polygon,True,59f8d1fc6652fb0e53ab503ff355a6bf1e1478c5d34492f501573622192468f7,grp_ST_0bf2d404ddcd,1,ST|__normal__,train,C2,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00494_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00494_f0.png,0c8bfd4b3cc7ab6d33b4e93b695480b2d5d6d6712abc35ac00a453aea606f18a,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,d000c366ea3a6c79609378b2f2eba2d8747d243ce9ad1cc3b896274cce1bfbf5,grp_ST_0c8bfd4b3cc7,1,ST|porosity,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00208_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00208_f0.png,0cd50c7b02c5a85cb7cd2397bc1fde51fc6870769bc27009c30da05ec1baeb4d,1280,720,RT,ST,True,1,porosity,2011,기공,polygon,True,4e3858eb76d456ce6c3683a0ecca4a4632422a1ef2706369f4b91749bc6c5473,grp_ST_0cd50c7b02c5,1,ST|porosity,eval,,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00149_f0.png,aihub71761,data/raw/aihub71761/RT/ST/w00149_f0.png,0cd829be9e0c2c1c53ab1ccdaf4875aa540ea259b1bd4332b16ef9dd879ba378,1280,720,RT,ST,False,0,,,,polygon,True,1ed27c176e3ce0bbc6bac0b99e6abca19c9f7ecf52b27590fd83dc5222b5c502,grp_ST_0cd829be9e0c,4,ST|__normal__,train,C1,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/AL/w00060_f0.png,aihub71761,data/raw/aihub71761/RT/AL/w00060_f0.png,0d2425f85f2d7b220792132515e385ac4ebb032023b5ebc42d231f8c6a412627,1280,720,RT,AL,False,0,,,,polygon,True,d48f9a17a508a619eb9606d093cde211eee3e3f6ceea0091431b988490594ec0,grp_AL_0d2425f85f2d,1,AL|__normal__,train,C3,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
aihub71761:data/raw/aihub71761/RT/ST/w00151_f2.png,aihub71761,data/raw/aihub71761/RT/ST/w00151_f2.png,0d8968aecc05230b068f6dcca9728b1b6d73771cc6431bce23b53254e04bb324,1280,720,RT,ST,True,2,porosity;slag_inclusion,2011;301,기공;슬래그혼입,polygon,True,f8ee8ae84e131a332794a40bb875717b5c09856d63e8336f39899093d19a0cdc,grp_ST_0d8968aecc05,4,ST|slag_inclusion,train,C2,,,none,,none,,aihub-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
